title,price,rating,amenities,numero_registro,Dormitorio,reviews,Bedroom,Dormitorio 1,Dormitorio 2
"Dormitorio en Castelldefels, Barcelona",41 € ,"4,9 (126)","['Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Gel de ducha', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'TV', 'Aire acondicionado portátil', 'Ventiladores portátiles', 'Calefacción radiante', 'Cerradura en la puerta del dormitorio', 'Botiquín', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Frigorífico mini', 'Congelador', 'Cocina de gas', 'Horno', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Bandeja de repostería', 'Batidora', 'Mesa de comedor', 'Café', 'Acceso a la playa, primera línea', 'Lavandería cercana', 'Patio o balcón compartido', 'Aparcamiento gratuito en la calle', 'Aparcamiento de pago en la calle fuera de la propiedad', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Llegada autónoma', 'Personal en el edificio', 'Limpieza disponible durante la estancia', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1\xa0día', 'review': 'Excelentes anfitriones! Superaron mis expectativas! Disponibles las 24 hs. Incluyendo la generosa invitación a cenar de María! Personas extraordinarias Excelente ubicación! Vale la pena ir. Especialmente si estás de paso.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': '¡Tuve una estancia increíble aquí en Barcelona! Me gustó tanto que decidí quedarme otro día. La familia de Casilda te hace sentir como en casa, incluso me invitaron a comer muchas veces. El alojamiento estaba limpio y estaba en una ubicación conveniente cerca del transporte público. Se lo recomendaría a cualquiera que venga a Barcelona, gracias por la increíble hospitalidad :)'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 6\xa0días', 'review': 'Es un apartamento compartido muy agradable. El precio es super competitivo y el anfitrión super amable. La casa es grande y cómoda, pero un poco antigua. La habitación está limpia y es cómoda. El anfitrión fue muy servicial y respondió de inmediato. Un alojamiento que merece la pena visitar.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Estuve en tránsito durante la noche en el aeropuerto de Barcelona.  El bed and breakfast de Casilda era exactamente lo que necesitaba para pasar una noche de descanso no muy lejos del aeropuerto con una conexión directa de autobús. Lugar tranquilo y cama cómoda.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Tuve una cálida bienvenida . He pasado una noche muy tranquila. La familia es de una discreción excepcional.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡Anfitrión limpio y amable!Buena comunicación y ella lo pensó. Pude dejar la maleta antes de las 15:00 h. Se proporciona agua gratis.Habitación limpia y baño! Cerca del autobús y el tren estaba a 10 minutos a pie'}]",,,
Vic: Habitación luminosa y balcón. Silence.Centric,33 € ,"4,83 (175)","['Secador de pelo', 'Champú', 'Agua caliente', 'Gel de ducha', 'Lavadora', 'Servicios básicos', 'Perchas', 'Plancha', 'Calefacción', 'Cerradura en la puerta del dormitorio', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Wifi móvil', 'Microondas', 'Platos y cubiertos', 'Frigorífico mini', 'Congelador', 'Lavavajillas', 'Hervidor de agua', 'Cafetera: Nespresso', 'Copas de vino', 'Lavandería cercana', 'Patio o balcón compartido', 'Aparcamiento gratuito en la calle', 'Aparcamiento de pago en la calle fuera de la propiedad', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'No disponible: Cocina', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': '¡Una estancia estupenda con camas cómodas! Las habitaciones estaban muy limpias y la casa tiene un ambiente acogedor en general. Me sorprendió un poco que otros huéspedes compartieran ciertos espacios (esperaban que los espacios compartidos se compartieran con el anfitrión); sin embargo, no presentó ningún problema. Todo dicho y hecho, ¡fue una estancia maravillosa!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Muy buena estancia'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Habitación con todo lo necesario y muy limpia. Mercè fue muy receptiva y la pasamos muy bien la noche. Para mí es totalmente recomendable! Gracias'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Recomendable 100%. Me atendieron muy bien y me indicaron perfectamente para llegar.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'La habitación muy limpia y bien decorada con una pequeña terraza, Mercè siempre atenta y comunicativa. Muy recomendable.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Mercês fue una anfitriona acogedora y atenta. Desde el principio me ayudó mucho y siempre estuvo disponible para cualquier cosa que necesitara. Ella me dio indicaciones y consejos sobre la ciudad y sus alrededores. El ambiente de la casa es limpio y acogedor. Me sentí como en casa.¡Gracias Mercês! ¡ Mucho gusto en conocerte!'}]",,,
Apartamento céntrico con terraza. CAL BECO,129 € ,"4,9 (155)","['Vistas al perfil urbano', 'Bañera', 'Secador de pelo', 'Productos de limpieza', 'Agua caliente', 'Lavadora en el alojamiento (Gratis)', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: armario', 'Televisión de alta definición de 50 pulgadas con HBO Max, canales por cable premium, Disney+, Amazon Prime Video, Netflix', 'Cuna: disponible previa solicitud', 'Parque/cunas de viaje: disponible previa solicitud', 'Libros y juguetes para niños', 'Trona plegable o convertible: disponible previa solicitud', 'Platos y cubiertos para niños', 'Juegos de mesa', 'Aire acondicionado centralizado', 'Ventilador de techo', 'Sistema de calefacción sin conductos tipo split', 'Botiquín', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Frigorífico mini', 'Congelador', 'Horno de acero inoxidable', 'Hervidor de agua', 'Cafetera: máquina de café expreso', 'Tostadora', 'Batidora', 'Mesa de comedor', 'Café', 'Lavandería cercana', 'Patio privado o balcón', 'Mobiliario exterior', 'Comedor al aire libre', 'Ascensor', 'Aparcamiento de pago en la calle fuera de la propiedad', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Llegada autónoma', 'Cerradura con teclado', 'Limpieza disponible durante la estancia', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión profesional', 'Número de registro: HUTB-008065']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Estupendo apartamento espacioso, cerca de la sagrada y del transporte público. Anfitriona muy receptiva por teléfono'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Muy buena estancia, gracias'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana,  · Viaje con niños', 'review': 'Era una ubicación estupenda y tenían buena comunicación. El espacio era más grande de lo que pensábamos.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas,  · Viaje con niños', 'review': 'la ubicación del departamento es increíble, supermercados, restaurante, una rica heladería. Todo perfecto. Recomiendo 100%'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Súper anfitrión, todo muy limpio y excelente  ubicación !!! Súper recomendado !'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': '¡Mery fue una anfitriona estupenda! Nos ha dejado nuestro espacio. Se  aseguró de que nos lo estuviéramos pasando bien. Su Airbnb estaba cerca de la mayoría de las atracciones que Barcelona tiene que dar. Sin duda lo recomiendo!'}]",,,
Acogedora habitación en Barcelona Centro,59 € ,"4,91 (244)","['Bañera', 'Secador de pelo', 'Champú', 'Gel de ducha', 'Bidé', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Mosquitera', 'Espacio para guardar la ropa: ropero', 'Televisión con televisión por cable estándar', 'Libros y material de lectura', 'Ventiladores portátiles', 'Calefactor portátil', 'Cerradura en la puerta del dormitorio', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Frigorífico de Dispononible una zona en el refrigerador para que puedas guardar tus cositas', 'Microondas', 'Platos y cubiertos', 'Hervidor de agua', 'Cafetera', 'Kitchenette', 'Café', 'Acceso compartido a la playa', 'Lavandería cercana', 'Aparcamiento de pago en la calle fuera de la propiedad', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'Limpieza disponible durante la estancia', 'Recepción por parte del anfitrión', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Cocina', 'No disponible: Lavadora en el alojamiento (Gratis)', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'Magdalena es muy amable y la habitación está en muy buena ubicación'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡Alojamiento perfecto para un viaje a la ciudad de Barcelona! 100% recomendable !! Magdalena es una anfitriona muy acogedora que hará todo lo posible para que te sientas a gusto con ella. Apartamento/habitación/baño muy limpio, céntrico pero tranquilo  ubicación y la posibilidad de dejar las maletas en una llegada anticipada o salida más tarde. Muchas gracias Magdalena por los maravillosos días contigo 😊'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Habitación muy tranquila, muy buena ubicación cerca de Montjuic. Magdalena es adorable y muy hospitalaria. El piso está muy limpio y está perfectamente ordenado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡El mejor anfitrión y muy receptivo!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Magdalena es una anfitriona muy cálida y acogedora. Me mostró su casa y estaba muy limpia y cómoda. No hay ascensor para subir las escaleras, pero tuvo la amabilidad de ofrecer ayuda para subir mi equipaje. Excelente ubicación, a solo 15-20 minutos a pie de las principales atracciones.  Puedes optar por el metro o autobús que están muy cerca de su ubicación. ¡Me quedaría aquí otra vez!'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · Hace 2 semanas', 'review': 'El apartamento está en una ubicación decente con la conectividad de Metro para llegar al centro de Barcelona, sin embargo, no hay mucho que hacer cerca. Tengo que advertirte que tienes que subir SEIS TRAMOS de escaleras para subir al departamento y si tienes maletas grandes para ir y salir del departamento es un peligro absoluto para la seguridad. Las escaleras son extremadamente estrechas, empinadas y destartaladas, y me preocupaba bastante mi seguridad al subir y bajar mis maletas. Recomendaría este alojamiento si solo tienes maletas pequeñas'}]",,,
gracia,71 € ,"5,0 (9)","['Lavadora', 'TV', 'Aire acondicionado', 'Wifi', 'Cocina', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Secadora', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción', 'No disponible: Agua caliente']","['Anfitrión particular', 'Número de registro: HUTG-020593']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': '¡Ubicación perfecta para disfrutar de una corta estancia en Barcelona y anfitriones muy agradables!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'He estado en varios Airbnb pero en este puedo destacar muchas cosas, para empezar la dulce atencio de Irlanda ! Su simpatia y amabalidad me hizo sentir en casa, luego algo que me encanto es que lugar estaba impoluto ! El baño brilla de limpio la ducha era muy comoda y todo olia bie,  la cocina, etc. Luego tenias una maquina que te podias servir agua fresquita, y un patio comodo con unas mesitas. Para finalizar Irlanda habia hecho un pastel delicioso y nos convido un poco. Fue una experiencia muy amena y se siento la energia de un hogar y una atencion muy amable en todo momento ! Gracias por hospedarnos 🙏'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas,  · Viaje con niños', 'review': 'Buena ubicación del alojamiento, Irlanda nos recibió con mucha amabilidad.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Me encantó la anfitriona, fue extremadamente dulce y servicial.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Pasamos un día maravilloso en Barcelona. El lugar es genial. La anfitriona hace todo lo posible para mantener todo limpio. El lugar está en un barrio muy agradable y animado, hay muchos bares, restaurantes y tiendas. El metro también está a pocos minutos a pie. Si te gusta caminar, también puedes caminar fácilmente hasta el centro. Gracias por la hermosa y acogedora estancia.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Recomiendo este lugar y puedes desplazarte fácilmente a los lugares populares en metro. Cama pequeña si sois dos, pero funcionó bien durante la noche que nos alojamos.'}]",,,
La casita cama individual,51 € ,Nuevo,"['Agua caliente', 'Lavadora', 'Cámaras de seguridad en los exteriores de la propiedad', 'Extintor de incendios', 'Wifi', 'Cocina', 'Brasero exterior', 'Comedor al aire libre', 'Barbacoa', 'Aparcamiento gratuito en las instalaciones', 'Piscina', 'Admite mascotas', 'Llegada autónoma', 'Caja de seguridad para llaves', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: TV', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: Exempt']",,[],,,
habitacion naranja,34 € ,"4,68 (38)","['Secador de pelo', 'Agua caliente', 'Perchas', 'TV', 'Cerradura en la puerta del dormitorio', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Fogón', 'Hervidor de agua', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento de pago en las instalaciones', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Aire acondicionado', 'No disponible: Servicios básicos', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono', 'No disponible: Calefacción']","['Anfitrión particular', 'Número de registro: Exempt']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Elena fue una anfitriona fantástica, bastante amable y atenta. La habitación era tal cual se describe y se ajustaba a su propósito. Muy limpio y bastante limpio.Disfruté de mi estancia.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Elena fue complaciente y lo mantuvo muy limpio. El baño y la cocina eran buenos estándares. Buena cama y almohadas también. Está cerca del metro, el gimnasio y la playa. Si estás de acuerdo con el espacio compartido, excepto tu habitación, definitivamente puedo recomendar hospedarte con Elena. No se interpone en tu camino y te da espacio para utilizar sus instalaciones.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Elena es una hist responsable, mantiene el departamento limpio y ordenado y es muy acogedora. La habitación es tal vez mejor para una persona teniendo en cuenta el equipaje, la cama es cómoda y el inodoro es extremadamente nuevo y limpio. Seguro que el apartamento está en la frontera de la ciudad pero bien comunicado.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Me he sentido muy cómodo, volvería de todas maneras. Gracias'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': '¡Es un lugar agradable y lo recomendó!'}, {'rating': 'Valoración: 4\xa0estrellas', 'date': 'Valoración: 4\xa0estrellas,  · septiembre de 2024', 'review': 'Elena y su hija nos recibieron de forma muy cordial, muy amables. La limpieza de la habitación y del baño era excelente!La habitación, si bien se veía pequeña en fotos, era incómoda ya que no había lugar para abrir las valijas (siendo una pareja, son al menos 2 valijas que debían permanecer cerradas todo el tiempo) y en acceso a la cama de un lado estaba complicado y del otro era nulo (también se complicaba abrir la ventana y persianas).La zona creo que no es la mejor para turistas por lo lejana que se encuentra y por la oscuridad que había luego del atardecer'}]",,,
Bonita habitación barata y céntrica de 31 días en Barcelona,43 € ,"4,81 (504)","['Vistas al perfil urbano', 'Secador de pelo', 'Productos de limpieza', 'Champú', 'Acondicionador', 'Gel de ducha', 'Ducha exterior', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Plancha', 'Tendedero para ropa', 'Espacio para guardar la ropa: ropero', 'TV', 'Seguros para ventanas', 'Protectores de enchufes', 'Ventiladores portátiles', 'Calefactor portátil', 'Detector de humo', 'Detector de monóxido de carbono', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Cocina', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Congelador', 'Fogón', 'Horno', 'Hervidor de agua', 'Mesa de comedor', 'Entrada independiente', 'Patio privado o balcón', 'Patio trasero privado: Con valla en todo el perímetro', 'Mobiliario exterior', 'Aparcamiento de pago fuera de las instalaciones', 'Alojamiento de una altura', 'Se permite dejar el equipaje', 'Apto para fumadores', 'Disponible para estancias largas', 'Llegada autónoma', 'Caja de seguridad para llaves', 'Limpieza disponible durante la estancia', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Cámaras de seguridad en los exteriores de la propiedad', 'No disponible: Lavadora', 'No disponible: Secadora (en el alojamiento)', 'No disponible: Aire acondicionado portátil']","['Anfitrión particular', 'Número de registro: Exempt']",1 cama de matrimonio,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3\xa0días', 'review': 'El apartamento es muy lindo, trae todas las comodidades para cocinar y tiene muy buena ubicación. Cristina es muy amable, estuvo siempre pendiente de nosotros y nos dio muy buenas recomendaciones para visita.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 6\xa0días', 'review': 'Arriba'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Nos encanta la casa, la ubicación y Cristina es un amor por la persona. Súper recomendable!!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Súper recomendable'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Nos quedamos con Christina durante una semana y nos sentimos muy cómodos, el airbnb es muy bonito, limpio y ordenado.  Christina es muy amable y servicial. Siempre estuvo disponible y se esforzó al máximo por ocuparse de todo y ayudar, y también nos dio muchos consejos y recomendaciones sobre cosas que hacer y lugares en Barcelona. En general, definitivamente le daríamos a Christina más de 5 estrellas y volveríamos en cualquier momento.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Cristina es la mejor anfitriona que pude encontrar en Barcelona, demasiado atenta, simpática, entrega buenos datos e indicaciones de inicio a fin, realmente te hace sentir en casa. El hospedaje impecable, lindo y cómodo, bien ubicado, a pasos del metro, nos vamos encantados y si alguna vez volvemos a Barcelona nos quedaremos en el mismo lugar, recomiendo 1000%'}]",,,
Apartamento loft con encanto,72 € ,"4,9 (288)","['Secador de pelo', 'Productos de limpieza', 'Gel de ducha', 'Agua caliente', 'Gel de ducha', 'Lavadora en el edificio (De pago)', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Persianas o cortinas opacas', 'Espacio para guardar la ropa: armario y cómoda', 'Televisión con televisión por cable estándar', 'Sistema de aire acondicionado sin conductos tipo split', 'Ventilador de techo', 'Calefacción', 'Extintor de incendios', 'Wifi', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Frigorífico mini', 'Fogón', 'Hervidor de agua', 'Cafetera', 'Copas de vino', 'Tostadora', 'Batidora', 'Café', 'Aparcamiento gratuito en las instalaciones', 'Aparcamiento gratuito en la calle', 'Alojamiento de una altura', 'Admite mascotas', 'Disponible para estancias largas', 'Recepción por parte del anfitrión', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: HUTCC-000379']",,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Alojamiento acogedor y elegante en una ciudad tranquila.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas,  · Viaje con mascota', 'review': 'Tengo que decir que nunca había estado tan relajado  hasta el punto de que me quedé más tiempo, ubicación perfecta para lo que se veía genial, todo, ni un solo problema increíble.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · septiembre de 2024', 'review': 'Mi agradable establecimiento, muy limpio y con todo lo que se necesita para una estadía agradable'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': 'todo genial!!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': 'Muy bonito todo, hay mucha intimidad asi que es perfecto!! Y estaba todo limpio.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · agosto de 2024', 'review': 'Muy recomendable, pequeño pero muy acogedor y con todo lo necesario para estar unos días. Repetiremos!'}]",,,
PARAÍSO DEL ÁTICO,45 € ,"4,92 (200)","['Secador de pelo', 'Agua caliente', 'Gel de ducha', 'Servicios básicos', 'Perchas', 'Ropa de cama', 'Almohadas y mantas adicionales', 'Plancha', 'TV', 'Aire acondicionado', 'Calefacción', 'Extintor de incendios', 'Botiquín', 'Wifi', 'Zona para trabajar', 'Cocina', 'Frigorífico', 'Microondas', 'Utensilios básicos de cocina', 'Platos y cubiertos', 'Fogón', 'Horno', 'Cafetera', 'Utensilios de barbacoa', 'Patio o balcón', 'Mobiliario exterior', 'Comedor al aire libre', 'Barbacoa', 'Aparcamiento gratuito en la calle', 'Se permite dejar el equipaje', 'Disponible para estancias largas', 'No disponible: Cerradura en la puerta del dormitorio', 'No disponible: Lavadora', 'No disponible: Secadora', 'No disponible: Detector de humo', 'No disponible: Detector de monóxido de carbono']","['Anfitrión particular', 'Número de registro: Exempt']",1 cama de matrimonio,"[{'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 4\xa0días', 'review': 'Gran anfitrión, siempre está atento a todo que necesitaba'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Alojamiento 100x100 recomendable'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 1 semana', 'review': 'Excelente anfitrión. Nos sentimos como en casa!'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'Todo excelente,muy lindo alojamiento. El anfitrión José fue muy amable. Recomiendo 100%.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 2 semanas', 'review': 'La estadía con José fue estupenda.  José tiene un departamento muy cómodo y funcional, con espacios amplios y una estupenda terraza.  Nos sentimos como en casa con mi esposa y pudimos pasar 3 noches muy tranquilas y acogedoras con un anfitrión muy hospitairio y accesible.  Muy recomendable.'}, {'rating': 'Valoración: 5\xa0estrellas', 'date': 'Valoración: 5\xa0estrellas,  · Hace 3 semanas', 'review': 'Jose es muy amable y muy atento. Su piso es precioso y muy limpio. Volveremos sin duda!'}]",,,
